candidate_rank,ID,Name,Role,skill_match_score,text_similarity_score,overall_match_score,selection_probability,candidate_score,recommendation,matched_skills,missing_skills
1058,durgba061,Mark Hernandez,Software Engineer,100.0,10.26,46.16,41.64,64.1,Consider,['api'],[]
1059,KotaSai174,Bani Joshi,Data Scientist,100.0,8.41,45.05,44.14,64.1,Consider,"['data analysis', 'machine learning']",[]
1060,jasoba940,jason barry,ui engineer,100.0,10.44,46.26,41.39,64.1,Consider,['javascript'],[]
1061,KotaSai44,Eashan Choudhury,Data Scientist,100.0,6.17,43.7,47.17,64.1,Consider,"['data analysis', 'machine learning']",[]
1062,briahu946,Brian Hudson,Digital Marketing Specialist,100.0,12.65,47.59,38.35,64.09,Consider,['data analysis'],[]
1063,joshro498,joshua rogers,product manager,100.0,12.86,47.72,38.07,64.09,Consider,['data analysis'],[]
1064,KotaSai15,Rachna Basu,Data Scientist,100.0,5.99,43.59,47.32,64.08,Consider,"['data analysis', 'machine learning']",[]
1065,joshsm640,Joshua Smith,AI Researcher,100.0,5.78,43.47,47.57,64.08,Consider,['data science'],[]
1066,isabjo739,isabella jones,data engineer,100.0,8.26,44.96,44.25,64.08,Consider,"['mlops', 'spark']",[]
1067,jonaab228,jonathon abbott,data scientist,100.0,13.49,48.09,37.13,64.07,Consider,"['data visualization', 'machine learning', 'python', 'statistics']",[]
1068,jereha413,Jeremy Hampton,Data Scientist,100.0,9.21,45.53,42.92,64.07,Consider,"['python', 'statistics', 'tensorflow']",[]
1069,jennha180,jennifer harris md,product manager,100.0,12.39,47.43,38.61,64.07,Consider,['data analysis'],[]
1070,dawnly598,Dawn Lynch,Human Resources Specialist,100.0,9.87,45.92,42.0,64.06,Consider,['data analysis'],[]
1071,rhonba153,rhonda barber,ui engineer,100.0,13.47,48.08,37.06,64.05,Consider,['javascript'],[]
1072,marimc832,maria mcgee,data engineer,100.0,16.69,50.01,32.73,64.05,Consider,"['mlops', 'spark']",[]
1073,willsi890,william singh,ui engineer,100.0,11.12,46.67,40.22,64.05,Consider,['javascript'],[]
1074,branla357,Brandy Lawson,Machine Learning Engineer,100.0,7.06,44.24,45.46,64.0,Consider,['machine learning'],[]
1075,sethmo604,seth morris,software engineer,100.0,8.1,44.86,44.01,63.99,Consider,"['java', 'python']",[]
1076,codymc616,cody mccall,software engineer,100.0,12.69,47.61,37.85,63.99,Consider,['java'],[]
1077,ericsa492,Erica Sawyer,Machine Learning Engineer,100.0,8.99,45.39,42.73,63.97,Consider,"['data analysis', 'machine learning']",[]
1078,leahhi724,Leah Hill,Data Analyst,100.0,7.7,44.62,44.15,63.91,Consider,['data analysis'],[]
1079,chrilo601,christopher lopez,data scientist,100.0,11.41,46.85,39.14,63.91,Consider,"['data visualization', 'python', 'sql', 'statistics']",[]
1080,iansm760,ian small,data scientist,100.0,15.65,49.39,33.42,63.91,Consider,"['data visualization', 'deep learning', 'machine learning', 'sql']",[]
1081,alexto726,alexis torres,software engineer,100.0,16.11,49.67,32.74,63.9,Consider,"['java', 'python']",[]
1082,thomja945,thomas jackson,data engineer,100.0,13.45,48.07,36.31,63.89,Consider,"['etl', 'mlops']",[]
1083,kellwa867,Kelly Washington,Data Architect,100.0,7.16,44.3,44.79,63.89,Consider,['data science'],[]
1084,michgo722,Michael Gomez,Machine Learning Engineer,100.0,8.37,45.02,43.06,63.87,Consider,['machine learning'],[]
1085,georhe364,george hernandez,software engineer,100.0,8.54,45.12,42.71,63.85,Consider,['java'],[]
1086,jeresm777,Jeremy Smith,Data Scientist,100.0,5.75,43.45,46.45,63.84,Consider,['data analysis'],[]
1087,durgba140,David Fields,Data Scientist,100.0,14.27,48.56,34.88,63.83,Consider,"['deep learning', 'machine learning', 'nlp', 'python']",[]
1088,aarame126,aarav mehta,data engineer,100.0,8.94,45.36,42.04,63.82,Consider,"['aws', 'etl', 'spark']",[]
1089,chaddo636,Chad Doyle,Machine Learning Engineer,100.0,7.49,44.49,44.0,63.82,Consider,['machine learning'],[]
1090,jennca308,Jennifer Carr,Data Engineer,100.0,4.93,42.96,47.36,63.8,Consider,['data science'],[]
1091,donadu264,donald duffy,software engineer,100.0,8.22,44.93,42.92,63.8,Consider,['java'],[]
1092,alanto439,alan torres,software engineer,100.0,12.64,47.58,36.82,63.78,Consider,['java'],[]
1093,ianbr468,ian brewer,data scientist,100.0,15.73,49.44,32.66,63.78,Consider,"['deep learning', 'machine learning', 'python', 'statistics']",[]
1094,nichno793,nicholas norman,data engineer,100.0,13.66,48.2,35.4,63.77,Consider,"['etl', 'mlops', 'spark']",[]
1095,VAMSKR178,Srinivas,DevOps Engineer,88.89,22.84,49.26,52.48,63.77,Consider,"['aws', 'azure', 'docker', 'git', 'gitlab', 'google cloud', 'kubernetes', 'python']",['java']
1096,durgba023,Michael Reynolds,Software Engineer,100.0,13.84,48.3,35.11,63.76,Consider,['java'],[]
1097,mitcwe990,Mitchell West,AI Researcher,100.0,9.09,45.45,41.47,63.75,Consider,['machine learning'],[]
1098,durgba189,Carolyn Sanchez,Software Engineer,100.0,9.16,45.5,41.32,63.74,Consider,"['api', 'java']",[]
1099,patrng629,patrick nguyen,product manager,100.0,10.43,46.26,39.64,63.74,Consider,['data analysis'],[]
1100,cynthi621,Cynthia Hill,Data Scientist,100.0,7.7,44.62,43.24,63.73,Consider,['machine learning'],[]
1101,tiffwi350,Tiffany Williams,Data Engineer,100.0,5.56,43.34,46.15,63.73,Consider,['data science'],[]
1102,gaviba724,Gavin Barrett,Machine Learning Engineer,100.0,7.78,44.67,43.14,63.73,Consider,['machine learning'],[]
1103,jeffyu527,jeffery yu,data engineer,100.0,14.41,48.65,34.14,63.72,Consider,"['mlops', 'spark']",[]
1104,KotaSai141,Chaaya Kaur,Data Scientist,100.0,4.45,42.67,47.61,63.72,Consider,"['data analysis', 'machine learning']",[]
1105,shawjo744,Shawn Jones,Machine Learning Engineer,100.0,6.87,44.12,44.34,63.72,Consider,['machine learning'],[]
1106,deanco952,deanna cole,software engineer,100.0,10.34,46.2,39.49,63.69,Consider,"['java', 'python']",[]
1107,tonyle882,Tonya Lewis,E-commerce Specialist,100.0,5.63,43.38,45.85,63.69,Consider,['data analysis'],[]
1108,nicowi516,Nicole Williams,Machine Learning Engineer,100.0,7.44,44.46,43.38,63.68,Consider,['machine learning'],[]
1109,chriar155,Christine Arnold,Business Analyst,100.0,7.27,44.36,43.5,63.66,Consider,['data analysis'],[]
1110,danidu101,daniel duffy,software engineer,100.0,12.78,47.67,36.05,63.66,Consider,['java'],[]
1111,KotaSai17,Zoya Ghosh,Data Scientist,100.0,6.71,44.03,44.24,63.66,Consider,"['data analysis', 'machine learning']",[]
1112,saraly133,Sara Lynch,Machine Learning Engineer,100.0,6.85,44.11,44.01,63.65,Consider,['machine learning'],[]
1113,britwh686,Brittany Whitehead,Data Analyst,100.0,7.54,44.52,42.87,63.61,Consider,['data science'],[]
1114,aprifo672,april ford,software engineer,100.0,12.29,47.37,36.12,63.54,Consider,['java'],[]
1115,sandha610,Sandra Haynes,Data Analyst,100.0,6.46,43.88,43.99,63.54,Consider,['machine learning'],[]
1116,jesssi664,Jessica Simmons,Machine Learning Engineer,100.0,6.83,44.1,43.41,63.53,Consider,['machine learning'],[]
1117,laurme321,Laura Mendez,Business Analyst,100.0,7.28,44.37,42.77,63.52,Consider,['data science'],[]
1118,KotaSai121,Yashika Dixit,Data Scientist,100.0,4.8,42.88,46.06,63.51,Consider,"['data analysis', 'machine learning']",[]
1119,ryanwa896,Ryan Walters,Machine Learning Engineer,100.0,7.62,44.57,42.24,63.5,Consider,"['data science', 'machine learning']",[]
1120,seanwi171,Sean Williams,Machine Learning Engineer,100.0,7.69,44.61,42.1,63.49,Consider,['machine learning'],[]
1121,KotaSai186,Kashvi Das,Data Scientist,100.0,6.65,43.99,43.4,63.48,Consider,"['data analysis', 'machine learning']",[]
1122,marigr666,maria gross,product manager,100.0,12.16,47.3,35.85,63.46,Consider,['data analysis'],[]
1123,larrth333,larry thomas,software engineer,100.0,14.96,48.98,31.99,63.44,Consider,"['java', 'python']",[]
1124,amanco736,amanda cooper,data engineer,100.0,16.26,49.76,30.26,63.44,Consider,"['etl', 'mlops']",[]
1125,stacow929,Stacey Owens,Machine Learning Engineer,100.0,7.22,44.33,42.48,63.44,Consider,['machine learning'],[]
1126,tylebe578,Tyler Benjamin,Machine Learning Engineer,100.0,6.83,44.1,42.97,63.44,Consider,['machine learning'],[]
1127,luisfo586,Luis Fowler,Machine Learning Engineer,100.0,8.53,45.12,40.58,63.42,Consider,['machine learning'],[]
1128,KotaSai134,Grishm Thakur,Data Scientist,100.0,6.15,43.69,43.81,63.42,Consider,"['data analysis', 'machine learning']",[]
1129,uppaup206,Charlie Moore,Software Engineer,100.0,10.92,46.55,37.28,63.4,Consider,"['java', 'python']",[]
1130,kimbfi888,Kimberly Finley,E-commerce Specialist,100.0,4.24,42.54,46.3,63.4,Consider,['data analysis'],[]
1131,tammfr221,tammy frazier,software engineer,100.0,13.12,47.87,34.2,63.38,Consider,"['java', 'python']",[]
1132,kiman719,kim anderson,software engineer,100.0,12.25,47.35,35.35,63.38,Consider,"['java', 'python']",[]
1133,terrro191,terry rodriguez,product manager,100.0,9.97,45.98,38.34,63.36,Consider,['data analysis'],[]
1134,uppaup478,Ivy Johnson,Software Engineer,88.89,11.81,42.64,65.3,63.36,Consider,"['aws', 'azure', 'docker', 'git', 'java', 'javascript', 'machine learning', 'python']",['artificial intelligence']
1135,broope731,Brooke Peters,Machine Learning Engineer,100.0,7.8,44.68,41.19,63.34,Consider,['machine learning'],[]
1136,mirara402,mira rao,data scientist,100.0,7.97,44.78,40.88,63.33,Consider,"['data visualization', 'sql', 'statistics']",[]
1137,kyleru253,Kyle Rush,Machine Learning Engineer,100.0,9.52,45.71,38.82,63.33,Consider,"['data science', 'machine learning']",[]
1138,uppaup223,Bob Johnson,Software Engineer,100.0,11.12,46.67,36.61,63.32,Consider,"['java', 'python']",[]
1139,jacqdi892,Jacqueline Diaz,Data Engineer,100.0,7.29,44.37,41.75,63.32,Consider,['machine learning'],[]
1140,carlmi974,Carlos Miller,Machine Learning Engineer,100.0,6.94,44.16,42.26,63.32,Consider,['machine learning'],[]
1141,durgba026,Mr. Jeffrey Campbell,Data Engineer,100.0,12.96,47.78,33.82,63.27,Consider,['python'],[]
1142,scotle168,Scott Lee Jr.,Machine Learning Engineer,100.0,9.29,45.57,38.83,63.27,Consider,"['machine learning', 'pytorch', 'tensorflow']",[]
1143,dennbe939,dennis beck,data scientist,100.0,12.16,47.3,34.88,63.26,Consider,"['deep learning', 'machine learning', 'python', 'statistics']",[]
1144,dr.ke896,Dr. Kevin Ramirez Jr.,Business Analyst,100.0,5.37,43.22,43.9,63.23,Consider,['data science'],[]
1145,megaro882,megan rodriguez,ui engineer,100.0,17.9,50.74,26.87,63.21,Consider,['javascript'],[]
1146,uppaup444,Frank Smith,Data Engineer,90.0,15.65,45.39,56.2,63.17,Consider,"['aws', 'azure', 'data science', 'google cloud', 'hadoop', 'java', 'python', 'scala', 'spark']",['hive']
1147,daviba933,david barker,data scientist,100.0,14.2,48.52,31.34,63.1,Consider,"['deep learning', 'machine learning', 'python', 'sql']",[]
1148,paulso965,Paul Soto,AI Researcher,100.0,7.14,44.28,40.81,63.09,Consider,['data science'],[]
1149,apribe891,april berry,software engineer,100.0,17.88,50.73,26.26,63.08,Consider,['python'],[]
1150,KotaSai144,Vanshika Soni,Data Scientist,100.0,6.56,43.94,41.46,63.06,Consider,"['data analysis', 'machine learning']",[]
1151,uppaup441,Eve Taylor,Data Scientist,85.71,22.16,47.58,58.17,63.04,Consider,"['data analysis', 'data science', 'data visualization', 'machine learning', 'power bi', 'python', 'pytorch', 'r', 'spark', 'sql', 'tableau', 'tensorflow']","['hadoop', 'statistics']"
1152,kathba374,Katherine Barnes,Machine Learning Engineer,100.0,6.97,44.18,40.71,63.02,Consider,['machine learning'],[]
1153,britmo734,Brittney Moore,Machine Learning Engineer,100.0,6.73,44.04,40.7,62.96,Consider,['machine learning'],[]
1154,tinaso434,tina solis,data scientist,100.0,13.53,48.12,31.47,62.95,Consider,"['data visualization', 'deep learning', 'machine learning', 'python']",[]
1155,robije558,Robin Jenkins,Data Engineer,100.0,4.42,42.65,43.49,62.89,Consider,['data science'],[]
1156,joseri540,joseph rich,software engineer,100.0,7.13,44.28,39.71,62.87,Consider,['python'],[]
1157,KotaSai81,Malay Gulati,Data Scientist,100.0,8.31,44.99,37.98,62.84,Consider,"['data analysis', 'machine learning']",[]
1158,mariwr311,mariah wright dvm,software engineer,100.0,4.55,42.73,43.04,62.84,Consider,['python'],[]
1159,KotaSai138,Zev Soni,Data Scientist,100.0,5.83,43.5,41.31,62.84,Consider,"['data analysis', 'machine learning']",[]
1160,KotaSai97,Yahvi Raj,Data Scientist,100.0,7.75,44.65,38.68,62.83,Consider,"['data analysis', 'machine learning']",[]
1161,mattbu154,Matthew Burch,Data Engineer,100.0,9.1,45.46,36.66,62.79,Consider,['spark'],[]
1162,johnca292,John Campbell,Product Manager,100.0,8.39,45.03,37.58,62.78,Consider,['data analysis'],[]
1163,durgba093,Justin Hodges,Data Scientist,100.0,10.14,46.08,35.05,62.75,Consider,"['nlp', 'python', 'statistics']",[]
1164,pamear998,Pamela Armstrong,Business Analyst,100.0,5.37,43.22,41.24,62.7,Consider,['data science'],[]
1165,davimo996,david mooney,data engineer,100.0,12.03,47.22,32.02,62.65,Consider,['mlops'],[]
1166,KotaSai171,Palash Seth,Data Scientist,100.0,5.97,43.58,40.05,62.62,Consider,"['data analysis', 'machine learning']",[]
1167,KotaSai47,Snehal Reddy,Data Scientist,100.0,6.22,43.73,39.07,62.49,Consider,"['data analysis', 'machine learning']",[]
1168,danija485,danielle jackson,data engineer,100.0,5.84,43.5,39.54,62.48,Consider,['spark'],[]
1169,andrwi225,andrew wilson,software engineer,100.0,11.09,46.65,32.27,62.45,Consider,"['java', 'python']",[]
1170,mr.ha941,Mr. Harold Poole,Machine Learning Engineer,100.0,7.83,44.7,35.98,62.31,Consider,['machine learning'],[]
1171,josema934,Joseph Mason,Machine Learning Engineer,100.0,7.86,44.72,35.66,62.26,Consider,['machine learning'],[]
1172,amybr554,Amy Brown,Machine Learning Engineer,100.0,6.42,43.85,37.66,62.26,Consider,['machine learning'],[]
1173,zachgo855,Zachary Gonzalez,Machine Learning Engineer,100.0,7.76,44.66,35.41,62.18,Consider,['machine learning'],[]
1174,brenra838,Brenda Ramirez,Machine Learning Engineer,100.0,8.05,44.83,34.17,62.01,Consider,['machine learning'],[]
1175,michmi611,michael miller,ui engineer,100.0,14.67,48.8,24.82,61.92,Consider,['javascript'],[]
1176,kathma922,kathy martin,software engineer,100.0,13.33,48.0,26.4,61.88,Consider,['python'],[]
1177,KotaSai157,Eshani Ruparel,Data Scientist,100.0,7.64,44.58,34.02,61.86,Consider,"['data analysis', 'machine learning']",[]
1178,uppaup415,Charlie Williams,Software Engineer,85.71,16.1,43.94,60.31,61.83,Consider,"['aws', 'azure', 'git', 'java', 'javascript', 'python']",['docker']
1179,sethmy864,Seth Myers,Machine Learning Engineer,100.0,8.73,45.24,32.27,61.81,Consider,"['data analysis', 'machine learning']",[]
1180,vanemc361,Vanessa Mcfarland,Machine Learning Engineer,100.0,7.68,44.61,33.36,61.75,Consider,['machine learning'],[]
1181,jonafr392,Jonathan Frey,Machine Learning Engineer,100.0,12.23,47.34,26.84,61.67,Consider,['machine learning'],[]
1182,uppaup482,Hank Jones,Data Engineer,84.62,19.1,45.31,58.29,61.66,Consider,"['aws', 'data visualization', 'etl', 'gcp', 'hadoop', 'java', 'machine learning', 'power bi', 'python', 'spark', 'tableau']","['data science', 'scala']"
1183,mirajo279,mira joshi,data scientist,100.0,13.62,48.17,24.85,61.65,Consider,"['data visualization', 'deep learning', 'sql']",[]
1184,elizwi916,Elizabeth Wilson,Machine Learning Engineer,100.0,7.55,44.53,32.59,61.56,Consider,['machine learning'],[]
1185,johnsh284,John Shelton,Machine Learning Engineer,100.0,6.79,44.07,33.41,61.51,Consider,['machine learning'],[]
1186,lisacl368,Lisa Clements,Machine Learning Engineer,100.0,7.42,44.45,32.42,61.49,Consider,['machine learning'],[]
1187,uppaup78,Jack Wilson,Data Scientist,83.33,18.92,44.68,60.64,61.4,Consider,"['data science', 'data visualization', 'machine learning', 'power bi', 'python', 'pytorch', 'r', 'sql', 'tableau', 'tensorflow']","['data analysis', 'statistics']"
1188,jennwi476,jennifer wiley,software engineer,100.0,14.8,48.88,21.2,61.24,Consider,['java'],[]
1189,uppaup169,Grace Wilson,Data Engineer,84.62,18.26,44.8,57.21,61.22,Consider,"['aws', 'azure', 'gcp', 'google cloud', 'hadoop', 'java', 'mysql', 'postgresql', 'python', 'scala', 'spark']","['etl', 'oracle']"
1190,uppaup43,Bob Smith,Data Scientist,83.33,18.4,44.37,60.44,61.22,Consider,"['aws', 'azure', 'data analysis', 'data science', 'data visualization', 'hadoop', 'machine learning', 'power bi', 'python', 'pytorch', 'r', 'spark', 'sql', 'tableau', 'tensorflow']","['data mining', 'gcp', 'statistics']"
1191,uppaup351,Alice Taylor,Software Engineer,100.0,14.53,48.72,20.79,61.08,Consider,"['artificial intelligence', 'aws', 'django', 'git', 'java', 'javascript', 'mongodb', 'mysql', 'postgresql', 'python']",[]
1192,marthi458,martin hill,software engineer,100.0,13.41,48.05,21.2,60.86,Consider,['java'],[]
1193,jordwa186,Jordan Wagner,Software Engineer,100.0,7.95,44.77,27.25,60.6,Consider,['python'],[]
1194,uppaup170,Diana Brown,Data Engineer,81.82,19.73,44.57,58.16,60.33,Consider,"['aws', 'azure', 'etl', 'git', 'google cloud', 'hadoop', 'java', 'python', 'spark']","['gcp', 'scala']"
1195,jennle605,Jenna Lee,Machine Learning Engineer,100.0,7.24,44.34,25.51,60.06,Consider,['machine learning'],[]
1196,uppaup466,Ivy Wilson,Software Engineer,85.71,15.18,43.39,51.73,59.87,Consider,"['aws', 'azure', 'git', 'java', 'javascript', 'python']",['sql']
1197,uppaup186,Jack Brown,Data Scientist,80.0,18.03,42.82,62.62,59.79,Consider,"['aws', 'data science', 'data visualization', 'deep learning', 'google cloud', 'machine learning', 'power bi', 'python', 'pytorch', 'r', 'spark', 'sql', 'statistics', 'tableau', 'tensorflow', 'time series']","['docker', 'hadoop', 'natural language processing', 'nlp']"
1198,uppaup187,Alice Jones,Data Scientist,82.35,17.04,43.16,57.54,59.75,Consider,"['aws', 'data analysis', 'data science', 'data visualization', 'gcp', 'machine learning', 'power bi', 'python', 'pytorch', 'r', 'sql', 'statistics', 'tableau', 'tensorflow']","['data mining', 'numpy', 'pandas']"
1199,uppaup440,Diana Johnson,Data Engineer,81.25,16.61,42.47,60.77,59.7,Consider,"['aws', 'azure', 'data science', 'data visualization', 'gcp', 'hadoop', 'java', 'machine learning', 'pandas', 'power bi', 'python', 'spark', 'tableau']","['artificial intelligence', 'docker', 'numpy']"
1200,uppaup215,Jack Davis,Software Engineer,83.33,15.84,42.84,55.7,59.58,Consider,"['aws', 'azure', 'docker', 'git', 'java', 'javascript', 'machine learning', 'mongodb', 'mysql', 'python']","['artificial intelligence', 'kubernetes']"
1201,uppaup335,Charlie Jones,Software Engineer,80.0,18.39,43.03,59.41,59.25,Consider,"['aws', 'azure', 'google cloud', 'java', 'javascript', 'mysql', 'postgresql', 'python']","['docker', 'kubernetes']"
1202,uppaup459,Diana Moore,Data Scientist,82.35,17.7,43.56,53.22,59.07,Consider,"['aws', 'azure', 'data analysis', 'data science', 'data visualization', 'google cloud', 'machine learning', 'power bi', 'python', 'pytorch', 'r', 'sql', 'tableau', 'tensorflow']","['hadoop', 'spark', 'statistics']"
1203,uppaup477,Ivy Wilson,Software Engineer,80.0,18.79,43.27,57.32,58.94,Consider,"['aws', 'azure', 'docker', 'git', 'java', 'mysql', 'postgresql', 'python']","['artificial intelligence', 'machine learning']"
1204,uppaup235,Diana Davis,Data Scientist,87.5,15.61,44.37,41.48,58.89,Consider,"['aws', 'azure', 'data analysis', 'data science', 'data visualization', 'google cloud', 'machine learning', 'power bi', 'python', 'pytorch', 'r', 'sql', 'tableau', 'tensorflow']","['etl', 'statistics']"
1205,rohame979,rohan mehta,software engineer,100.0,9.14,45.48,16.58,58.78,Consider,"['git', 'java', 'javascript']",[]
1206,uppaup403,Eve Smith,Data Scientist,80.0,15.32,41.19,61.09,58.75,Consider,"['aws', 'data mining', 'data science', 'data visualization', 'deep learning', 'gcp', 'machine learning', 'mongodb', 'power bi', 'python', 'pytorch', 'r', 'sql', 'statistics', 'tableau', 'tensorflow']","['data analysis', 'docker', 'keras', 'kubernetes']"
1207,uppaup127,Bob Davis,Software Engineer,81.82,16.96,42.9,52.96,58.53,Consider,"['aws', 'azure', 'git', 'google cloud', 'java', 'machine learning', 'mongodb', 'mysql', 'python']","['artificial intelligence', 'docker']"
1208,uppaup105,Grace Miller,Software Engineer,77.78,11.63,38.09,70.39,58.44,Consider,"['aws', 'azure', 'docker', 'git', 'java', 'machine learning', 'python']","['artificial intelligence', 'data science']"
1209,uppaup343,Frank Williams,Software Engineer,80.0,12.56,39.54,62.72,58.34,Consider,"['aws', 'azure', 'docker', 'git', 'java', 'javascript', 'kubernetes', 'python']","['artificial intelligence', 'machine learning']"
1210,uppaup157,Eve Wilson,Software Engineer,77.78,15.87,40.63,64.02,58.31,Consider,"['aws', 'azure', 'docker', 'git', 'java', 'machine learning', 'python']","['artificial intelligence', 'kubernetes']"
1211,uppaup410,Diana Johnson,UI Engineer,75.0,20.01,42.01,65.8,58.31,Consider,"['aws', 'git', 'javascript']",['docker']
1212,uppaup162,Ivy Smith,Data Scientist,80.0,19.31,43.59,51.79,57.97,Consider,"['aws', 'data analysis', 'data science', 'data visualization', 'machine learning', 'power bi', 'python', 'pytorch', 'r', 'sql', 'tableau', 'tensorflow']","['hadoop', 'spark', 'statistics']"
1213,uppaup397,Bob Johnson,Software Engineer,77.78,18.43,42.17,56.71,57.54,Consider,"['aws', 'azure', 'docker', 'git', 'java', 'python', 'tensorflow']","['artificial intelligence', 'machine learning']"
1214,uppaup382,Jack Williams,Data Engineer,85.71,12.68,41.89,43.38,57.52,Consider,"['aws', 'azure', 'data visualization', 'java', 'python', 'scala']",['gcp']
1215,uppaup209,Alice Jones,Data Engineer,78.57,20.51,43.73,51.51,57.48,Consider,"['aws', 'azure', 'data visualization', 'gcp', 'hadoop', 'java', 'machine learning', 'power bi', 'python', 'spark', 'tableau']","['artificial intelligence', 'etl', 'scala']"
1216,uppaup191,Jack Davis,Data Scientist,73.68,16.9,39.61,68.75,57.36,Consider,"['aws', 'azure', 'data science', 'data visualization', 'machine learning', 'natural language processing', 'power bi', 'python', 'pytorch', 'r', 'spark', 'sql', 'tableau', 'tensorflow']","['computer vision', 'deep learning', 'google cloud', 'hadoop', 'statistics']"
1217,uppaup214,Diana Brown,Software Engineer,77.78,13.46,39.19,62.46,57.35,Consider,"['aws', 'azure', 'docker', 'java', 'javascript', 'machine learning', 'python']","['artificial intelligence', 'gitlab']"
1218,uppaup390,Frank Jones,Software Engineer,77.78,13.83,39.41,61.64,57.29,Consider,"['aws', 'azure', 'docker', 'java', 'javascript', 'machine learning', 'python']","['artificial intelligence', 'git']"
1219,uppaup443,Charlie Smith,Software Engineer,75.0,11.43,36.86,72.22,57.28,Consider,"['aws', 'azure', 'docker', 'java', 'machine learning', 'python']","['data science', 'git']"
1220,uppaup238,Grace Miller,Software Engineer,81.82,13.3,40.71,51.26,57.21,Consider,"['aws', 'azure', 'docker', 'java', 'javascript', 'machine learning', 'mongodb', 'postgresql', 'python']","['data science', 'gitlab']"
1221,uppaup445,Diana Smith,Software Engineer,77.78,15.2,40.23,58.87,57.1,Consider,"['api', 'aws', 'azure', 'django', 'java', 'machine learning', 'python']","['data science', 'docker']"
1222,uppaup174,Grace Moore,Software Engineer,75.0,13.82,38.29,67.69,57.02,Consider,"['aws', 'azure', 'git', 'java', 'javascript', 'machine learning', 'mysql', 'postgresql', 'python']","['artificial intelligence', 'docker', 'kubernetes']"
1223,uppaup381,Bob Davis,Software Engineer,72.73,13.98,37.48,72.93,56.91,Consider,"['aws', 'azure', 'docker', 'google cloud', 'java', 'javascript', 'machine learning', 'python']","['data science', 'git', 'kubernetes']"
1224,uppaup330,Diana Taylor,Software Engineer,77.78,12.27,38.47,61.67,56.87,Consider,"['aws', 'azure', 'git', 'java', 'javascript', 'machine learning', 'python']","['artificial intelligence', 'docker']"
1225,uppaup185,Grace Johnson,Data Scientist,75.0,25.1,45.06,51.13,56.75,Consider,"['aws', 'azure', 'data science', 'data visualization', 'google cloud', 'machine learning', 'matplotlib', 'natural language processing', 'numpy', 'pandas', 'power bi', 'python', 'pytorch', 'r', 'sql', 'statistics', 'tableau', 'tensorflow']","['data analysis', 'git', 'hadoop', 'hive', 'nlp', 'spark']"
1226,uppaup475,Frank Johnson,Data Engineer,71.43,18.52,39.68,69.25,56.71,Consider,"['aws', 'azure', 'data visualization', 'etl', 'hadoop', 'java', 'machine learning', 'mongodb', 'mysql', 'power bi', 'python', 'pytorch', 'spark', 'tableau', 'tensorflow']","['data science', 'docker', 'gcp', 'hive', 'kubernetes', 'scala']"
1227,uppaup218,Ivy Brown,Data Engineer,82.35,17.25,43.29,41.64,56.63,Consider,"['aws', 'azure', 'data science', 'data visualization', 'etl', 'gcp', 'hadoop', 'java', 'kafka', 'power bi', 'python', 'scala', 'spark', 'tableau']","['google cloud', 'r', 'sql']"
1228,uppaup104,Eve Moore,Software Engineer,83.33,13.73,41.57,43.12,56.5,Consider,"['api', 'aws', 'azure', 'django', 'java', 'javascript', 'mongodb', 'mysql', 'postgresql', 'python']","['docker', 'kubernetes']"
1229,uppaup274,Grace Miller,Data Scientist,75.0,17.02,40.21,59.94,56.33,Consider,"['aws', 'azure', 'data science', 'data visualization', 'machine learning', 'natural language processing', 'power bi', 'python', 'pytorch', 'r', 'spark', 'sql', 'statistics', 'tableau', 'tensorflow']","['computer vision', 'docker', 'gcp', 'hadoop', 'kubernetes']"
1230,uppaup388,Hank Moore,Data Scientist,75.0,16.48,39.89,59.34,56.07,Consider,"['aws', 'data analysis', 'data science', 'data visualization', 'machine learning', 'power bi', 'python', 'pytorch', 'r', 'sql', 'tableau', 'tensorflow']","['computer vision', 'google cloud', 'natural language processing', 'statistics']"
1231,uppaup412,Charlie Jones,Data Scientist,75.0,17.81,40.69,56.9,55.94,Consider,"['aws', 'azure', 'data science', 'data visualization', 'google cloud', 'machine learning', 'natural language processing', 'power bi', 'python', 'pytorch', 'r', 'sql', 'statistics', 'tableau', 'tensorflow']","['docker', 'etl', 'git', 'kubernetes', 'nlp']"
1232,uppaup404,Alice Jones,Data Scientist,70.0,19.96,39.98,66.96,55.88,Consider,"['aws', 'data science', 'data visualization', 'hadoop', 'machine learning', 'natural language processing', 'python', 'pytorch', 'r', 'spark', 'sql', 'statistics', 'tableau', 'tensorflow']","['azure', 'computer vision', 'git', 'google cloud', 'nlp', 'power bi']"
1233,uppaup463,Diana Jones,Software Engineer,75.0,12.72,37.63,62.42,55.67,Consider,"['aws', 'azure', 'git', 'java', 'javascript', 'mongodb', 'mysql', 'postgresql', 'python']","['docker', 'google cloud', 'kubernetes']"
1234,uppaup51,Hank Jones,Software Engineer,75.0,12.9,37.74,61.29,55.49,Consider,"['aws', 'azure', 'docker', 'git', 'google cloud', 'java', 'javascript', 'machine learning', 'python']","['artificial intelligence', 'data science', 'kubernetes']"
1235,VAMSKR030,Yash,DevOps Engineer,71.43,23.38,42.6,56.34,55.44,Consider,"['aws', 'azure', 'docker', 'kubernetes', 'python']","['gcp', 'git']"
